About,A propos
"The ""Inspector"" action is finished. Please wait...",La tâche « Inspecteur » est terminée. Veuillez patienter...
"The ""Processing"" action is started. Please wait...",La tâche « Traitement » a démarré. Veuillez patienter...
"The ""Processing"" action is finished. Please wait...",La tâche « Traitement » est terminée. Veuillez patienter...
Help,Aide
Configuration,Configuration
Please select account(s) to remove,Veuillez sélectionner les comptes à supprimer
%s record(s) were successfully deleted.,Entrées supprimées : %s.
%s record(s) are used in M2E Listing(s) or General Template(s).,Entrées utilisées dans des annonces M2E ou des modèles généraux : %s.
%s record(s) are used in General Template(s).,Entrées utilisées dans des modèles généraux : %s.
Account must not be in use to be deleted.,"Pour pouvoir être supprimé, le compte ne doit pas être en cours d'utilisation."
%s record(s) are used in M2E Listing(s).,Entrées utilisées dans des annonces M2E : %s.
Sales,Ventes
Development,Développement
Config,Configuration
The license key has been successfully updated.,La clé de licence a été modifiée.
The license status has been successfully refreshed.,Le statut de la licence a été actualisé.
Manage Listings,Gérer les annonces
You must create at least one selling format template first.,Vous devez d'abord créer au moins un modèle de format de mise en vente.
You must create at least one description template first.,Vous devez d'abord créer au moins un modèle de description.
You must create at least one general template first.,Vous devez d'abord créer au moins un modèle général.
You must create at least one synchronization template first.,Vous devez d'abord créer au moins un modèle de synchronisation.
Listing does not exist.,L'annonce n'existe pas.
Please select item(s) to clear,Veuillez sélectionner les objets à effacer
The listing(s) log was successfully cleaned.,Le journal des annonces a été nettoyé.
The 3rd party listings are locked by another process. ,Les annonces tierces sont verrouillées par un autre processus. 
Please try again later.,Veuillez réessayer ultérieurement.
The 3rd party listing(s) log has been successfully cleaned.,Le journal des annonces tierces a été nettoyé.
The clearing settings has been successfully saved.,Les paramètres d'effacement ont été enregistrés.
Log for %s has been successfully cleared.,Le journal de %s a été effacé.
All log for %s has been successfully cleared.,Tous les journaux de %s ont été effacés.
All logs has been successfully cleared.,Tous les journaux ont été effacés.
Activity Logs,Journaux d'activité
3rd Party Listing does not exist.,L'annonce tierce n'existe pas.
-- Please select --,-- Effectuez votre sélection --
Order ID is not defined.,Le numéro de la commande n'est pas défini.
Order with such ID does not exist.,La commande ayant ce numéro n'existe pas.
Order was successfully deleted.,La commande a été supprimée.
At least one channel should be enabled.,Vous devez activer au moins un canal.
The global settings have been successfully saved.,Les paramètres généraux ont été enregistrés.
All help blocks were restored.,Tous les blocs d'aide ont été restaurés.
You should fill in all required fields.,Vous devez renseigner tous les champs obligatoires.
Your message has been successfully sent.,Votre message a été envoyé.
Component can'be empty,Le composant ne peut pas être vide
The synchronization task log has been successfully cleaned.,Le journal de la tâche de synchronisation a été nettoyé.
Data has been sent on Amazon. It is being processed now. You can continue working with M2E Pro.,Les données ont été envoyées sur Amazon. Elles sont en cours de traitement. Vous pouvez continuer à utiliser M2E Pro.
eBay 3rd Party Listings are being downloaded now. ,Les annonces tierces eBay sont en cours de téléchargement. 
They will be available soon in eBay / Amazon > Manage Listing > 3rd Party Listings. ,Elles seront disponibles prochainement à partir du menu eBay/Amazon > Gérer les annonces > Annonces tierces. 
You can continue working with M2E Pro.,Vous pouvez continuer à utiliser M2E Pro.
Please select item(s) to remove,Veuillez sélectionner les objets à supprimer
%s record(s) are used in Listing(s).,Entrées utilisées dans des annonces : %s.
Template must not be in use to be deleted.,"Pour pouvoir être supprimé, le modèle ne doit pas être en cours d'utilisation."
%s record(s) were successfully deleted,Entrées supprimées : %s
Properties,Propriétés
Recommended Value,Valeur recommandée
Current Value,Valeur actuelle
Magento Version,Version de Magento
PHP Version,Version de PHP
Memory Limit,Limite de la mémoire
Mb,Mo
Max Execution Time,Temps d'exécution maximum
sec,s
JSON support,Prise en charge JSON
CURL support,Prise en charge CURL
GMP support,Prise en charge GMP
Table,Tableau
Records,Entrées
Magento Info,Informations sur Magento
Edition,Edition
Version,Version
Add Secret Key to URLs,Ajouter une clé secrète aux URL
Module Info,Informations sur le module
Name,Nom
Version (revision),Version (révision)
Application Key,Clé de l'application
License Info,Informations sur la licence
License Key,Clé de licence
Valid Domain,Domaine valide
Valid IP,Adresse IP valide
Valid Directory,Répertoire valide
Access,Accès
None License,Aucune licence
Trial License,Licence d'évaluation
Live License,Licence active
Suspended,Suspendu
Closed,Clôturée
Expired Date,Date d'expiration
Location Info,Informations de localisation
Host,Hôte
Domain,Domaine
IP,Adresse IP
System Info,Informations sur le système
PHP Info,Informations sur PHP
Server API,API serveur
Unlimited,Pas de limite
Cron Info,Informations sur cron
We recommend to set up your cron job to be run every 5 minutes.,Nous vous recommandons de programmer l'exécution de votre tâche cron à intervalles de 5 minutes.
Last Run,Dernière exécution
not working,ne fonctionne pas
PHP command,Commande PHP
GET command,Commande GET
System Requirements,Configuration requise
Database Tables,Tables de la base de données
Database Summary,Récapitulatif de la base de données
Total Tables,Total des tables
Total Module Tables,Total des tables du module
Total Module Records,Total des entrées du module
MySQL Info,Informations sur MySQL
Database Name,Nom de la base de données
Tables Prefix,Préfixe des tables
Connection Timeout,Délai de connexion
Wait Timeout,Délai d'attente
Choose Account,Sélectionner un compte
Please confirm account switching. All data that hasn't been saved will be lost.,Veuillez confirmer le changement de compte. Toutes les données non enregistrées seront perdues.
"<strong>We plan to add this functionality in the future versions.</strong><br/>
    If you have any suggestions, please let us know  <a href=""http://support.m2epro.com/"">http://support.m2epro.com/</a>","<strong>Nous prévoyons d'ajouter cette fonctionnalité dans les versions ultérieures.</strong><br/>
    N'hésitez pas à nous faire part de vos suggestions à la page <a href=""http://support.m2epro.com/"">http://support.m2epro.com/</a>"
The config data has been successfully added.,Les données de configuration ont été ajoutées.
The config data has been successfully updated.,Les données de configuration ont été modifiées.
The config data has been successfully deleted.,Les données de configuration ont été supprimées.
Edit Config Data,Modifier les données de configuration
Add Config Data,Ajouter des données de configuration
Set empty if you want add global data.,Ne remplissez pas ce champ si vous souhaitez ajouter des données générales.
Hide Block,Masquer la section
Show Tips,Afficher les conseils
Hide Tips,Masquer les conseils
This is a required field.,Ce champ est obligatoire.
"The <span style=""text-decoration: underline;"">eBay component</span>, its upgrades and support are free according to eBay / Magento Partner Agreement. And they will stay free until the partner agreement is active.<br/>","Le <span style=""text-decoration: underline;"">composant eBay</span>, ses mises à niveau et l'assistance sont gratuits, conformément à l'accord de partenariat eBay/Magento. Ils le resteront pendant toute la durée de validité de l'accord de partenariat.<br/>"
"The current <span style=""text-decoration: underline;"">Amazon component</span> is in <span style=""text-decoration: underline;"">Beta</span> state and is provided free of charge. However, please be advised that upon the live version of the product release some monthly subscription fee will be introduced.</br>","Le <span style=""text-decoration: underline;"">composant Amazon</span> actuel est en version <span style=""text-decoration: underline;"">bêta</span> et il est fourni gratuitement. Des frais d'inscription mensuels seront cependant mis en place pour la version complète du produit.</br>"
and,et le
Amazon,Amazon
components,composants
component,composant
"<br/><b>Note:</b> M2E Pro v.5.x.x consists of %s.<br/>
    %s
    %s
    <br/>
    <hr style=""color:#D6D6D6""/><br/>
    M2E Pro extension requires activation for its work.<br/><br/>
    To get the License Key, click the <span style=""text-decoration: underline;"">Get License Key</span> link and follow the instructions.<br/>
    When you got your License Key, press the <span style=""text-decoration: underline;"">Enter</span> button
    and enter your License Key in appeared text field. Press the <span style=""text-decoration: underline;"">Confirm</span> button.<br/><br/>
    <b>Note:</b> If you have not received the License Key, please contact us right away at %s.","<br/><b>Remarque :</b> M2E Pro v.5.x.x se compose de %s.<br/>
    %s
    %s
    <br>
    <hr style=""color:#D6D6D6""/><br/>
    L'extension M2E Pro doit être activée.<br/><br/>
    Pour obtenir la clé de licence, cliquez sur le lien <span style=""text-decoration: underline;"">Obtenir la clé de licence</span> et suivez les instructions.<br/>
    Une fois en possession de la clé de licence, cliquez sur le bouton <span style=""text-decoration: underline;"">Saisir</span>
    et saisissez-la dans la zone de texte qui apparaît. Cliquez sur le bouton <span style=""text-decoration: underline;"">Confirmer</span>.<br/><br/>
    <b>Remarque :</b> si vous n'avez pas reçu la clé de licence, contactez-nous immédiatement à l'adresse %s."
